"Season","End_year","Season_days","Data_days","Perc_complete","GDH","Frost_H"
"2000/2001",2001,46,46,100,7842.73977109673,0
"2001/2002",2002,46,46,100,3977.73542629828,16
"2002/2003",2003,46,46,100,6497.51639855071,0
"2003/2004",2004,46,46,100,5630.43105442941,32
"2004/2005",2005,46,46,100,6283.9741045612,22
"2005/2006",2006,46,46,100,7155.39162412769,38
"2006/2007",2007,46,46,100,7190.40146004962,3
"2007/2008",2008,46,46,100,7536.30672088673,0
"2008/2009",2009,46,46,100,7536.92486893723,19
"2009/2010",2010,46,46,100,7743.5832077564,0
"2010/2011",2011,46,46,100,7834.30002672679,0
"2011/2012",2012,46,46,100,6906.60744371405,32
"2012/2013",2013,46,46,100,8089.40442522685,3
"2013/2014",2014,46,46,100,4814.63743274251,19
"2014/2015",2015,46,46,100,4515.1553353623,34
"2015/2016",2016,46,46,100,5547.68669520563,24
"2016/2017",2017,46,46,100,5357.59133031941,2
"2017/2018",2018,46,46,100,6879.71685415087,14
"2018/2019",2019,46,46,100,4706.21357123367,30
"2019/2020",2020,46,46,100,9162.87360493047,0
"2020/2021",2021,46,46,100,8479.17533818493,15
"2021/2022",2022,46,46,100,10391.7209389436,27
"2022/2023",2023,46,46,100,7861.53579790518,0
"2023/2024",2024,46,46,100,5803.82733136043,0
"2024/2025",2025,46,46,100,6000.15491623385,17
"2025/2026",2026,46,46,100,8028.77569097071,2
"2026/2027",2027,46,46,100,7467.75703019695,17
"2027/2028",2028,46,46,100,7794.33927690331,0
"2028/2029",2029,46,46,100,9126.34181526536,0
"2029/2030",2030,46,46,100,6145.94796825061,5
"2030/2031",2031,46,46,100,5506.74117878312,9
"2031/2032",2032,46,46,100,5700.15283753956,2
"2032/2033",2033,46,46,100,6659.21930162935,0
"2033/2034",2034,46,46,100,8243.37677801959,1
"2034/2035",2035,46,46,100,6596.65272691334,25
"2035/2036",2036,46,46,100,7281.06189943664,8
"2036/2037",2037,46,46,100,5178.68563427404,27
"2037/2038",2038,46,46,100,6667.23983335076,0
"2038/2039",2039,46,46,100,3451.18901026808,8
"2039/2040",2040,46,46,100,5727.97900177119,5
"2040/2041",2041,46,46,100,6051.8783069062,40
"2041/2042",2042,46,46,100,6956.07178376568,10
"2042/2043",2043,46,46,100,6951.82462555589,6
"2043/2044",2044,46,46,100,8388.67426312063,2
"2044/2045",2045,46,46,100,6046.26766067185,2
"2045/2046",2046,46,46,100,5774.64055205975,12
"2046/2047",2047,46,46,100,8004.0859717736,0
"2047/2048",2048,46,46,100,8001.22699129675,6
"2048/2049",2049,46,46,100,5814.24057969637,6
"2049/2050",2050,46,46,100,8546.89436842827,1
"2050/2051",2051,46,46,100,4715.50142193818,4
"2051/2052",2052,46,46,100,4275.17737294408,9
"2052/2053",2053,46,46,100,6257.76079998864,0
"2053/2054",2054,46,46,100,6024.70522140991,4
"2054/2055",2055,46,46,100,7173.62422679504,4
"2055/2056",2056,46,46,100,8947.13313423051,0
"2056/2057",2057,46,46,100,6824.63079523481,8
"2057/2058",2058,46,46,100,8998.78728882316,0
"2058/2059",2059,46,46,100,7604.57409501262,0
"2059/2060",2060,46,46,100,7861.46273525152,0
"2060/2061",2061,46,46,100,5705.13909012405,10
"2061/2062",2062,46,46,100,7778.50513438229,0
"2062/2063",2063,46,46,100,6408.30933562014,8
"2063/2064",2064,46,46,100,4599.93308770098,45
"2064/2065",2065,46,46,100,9064.8659875663,0
"2065/2066",2066,46,46,100,8972.10517198965,6
"2066/2067",2067,46,46,100,6643.78184342571,2
"2067/2068",2068,46,46,100,10077.9329510834,0
"2068/2069",2069,46,46,100,7746.41872370895,3
"2069/2070",2070,46,46,100,6894.4264223706,16
"2070/2071",2071,46,46,100,6070.20959689002,7
"2071/2072",2072,46,46,100,5143.41213838663,25
"2072/2073",2073,46,46,100,6838.93791233189,0
"2073/2074",2074,46,46,100,8227.92657366861,9
"2074/2075",2075,46,46,100,9023.40096584801,0
"2075/2076",2076,46,46,100,4576.17636800278,13
"2076/2077",2077,46,46,100,6863.54045310896,2
"2077/2078",2078,46,46,100,5091.96086306497,31
"2078/2079",2079,46,46,100,6861.2474564705,5
"2079/2080",2080,46,46,100,9066.07124402653,0
"2080/2081",2081,46,46,100,8049.21043770574,4
"2081/2082",2082,46,46,100,7401.97815815825,22
"2082/2083",2083,46,46,100,4239.67249640264,28
"2083/2084",2084,46,46,100,9545.18880698457,0
"2084/2085",2085,46,46,100,4873.76370760705,19
"2085/2086",2086,46,46,100,5322.70329220872,15
"2086/2087",2087,46,46,100,8037.25224645063,34
"2087/2088",2088,46,46,100,10202.8023563214,0
"2088/2089",2089,46,46,100,6706.64206709247,0
"2089/2090",2090,46,46,100,7657.76285131276,7
"2090/2091",2091,46,46,100,5098.02715400141,12
"2091/2092",2092,46,46,100,7567.36380835995,5
"2092/2093",2093,46,46,100,6608.65233422164,3
"2093/2094",2094,46,46,100,8388.6906353198,11
"2094/2095",2095,46,46,100,3450.25021859631,45
"2095/2096",2096,46,46,100,10002.4952073349,7
"2096/2097",2097,46,46,100,3977.85105014499,24
"2097/2098",2098,46,46,100,6202.95701871347,2
"2098/2099",2099,46,46,100,7380.2458902644,0
"2099/2100",2100,46,46,100,7698.65077866334,2
